State,City,percent_completed_hs,poverty_rate,Median Income
MI,Byron village,92.3,15,49375
MI,Byron Center CDP,89.4,8.9,65149
MI,Caberfae CDP,94.7,15,46250
MI,Cadillac city,90.3,17.8,37288
MI,Caledonia village,95.7,11.9,60556
MI,Calumet village,91.4,50.1,15958
MI,Camden village,80.8,27.8,31136
MI,Canada Creek Ranch CDP,97.2,0,52344
MI,Canadian Lakes CDP,96.2,5,55179
MI,Capac village,84.8,16.1,47054
MI,Carleton village,88.4,13.3,45588
MI,Carney village,84.2,17.7,38750
MI,Caro city,88,17.1,34388
MI,Carp Lake CDP,84.2,9,49583
MI,Carson City city,91.8,35.1,24609
MI,Carsonville village,76.8,36.6,24922
MI,Caseville city,84.8,9.4,31786
MI,Casnovia village,79.8,18.3,43393
MI,Caspian city,88.6,14.2,24153
MI,Cass City village,89.9,15.4,43464
MI,Cassopolis village,82.6,29.7,25673
MI,Cedar CDP,79.3,16.3,(X)
MI,Cedar Springs city,89.5,28.1,39450
MI,Cement City village,73.3,9.9,41964
MI,Center Line city,84.1,19.5,33817
MI,Central Lake village,92.3,14.9,39000
MI,Centreville village,88.8,14.2,42885
MI,Charlevoix city,93,20.5,32060
MI,Charlotte city,90.7,19.1,43079
MI,Chatham village,96,34.3,32188
MI,Cheboygan city,83.5,33.9,24389
MI,Chelsea city,93,1.7,59292
MI,Chesaning village,87.3,17.4,32473
MI,Chums Corner CDP,100,10.8,59205
MI,Clare city,88.9,34.8,27880
MI,Clarksville village,92.7,10.8,44205
MI,Clawson city,93.7,5.9,56395
MI,Clayton village,79.3,13.3,35000
MI,Clifford village,85.2,28.6,43125
MI,Climax village,94.8,10.2,57386
MI,Clinton village,96.2,10.9,53281
MI,Clio city,86.7,19.3,33307
MI,Coldwater city,86.6,19.1,35560
MI,Coleman city,89.2,32.5,28021
MI,Coloma city,91.6,12.4,45478
MI,Colon village,83.5,10.9,42308
MI,Columbiaville village,89.6,24.3,37396
MI,Comstock Northwest CDP,96.2,12.9,49000
MI,Comstock Park CDP,83.7,25.2,38816
MI,Concord village,92.5,13,44130
MI,Constantine village,89.4,19.5,36016
MI,Conway CDP,84.7,28.7,(X)
MI,Coopersville city,91.3,18.2,48919
MI,Copemish village,87.2,26.1,24063
MI,Copper City village,81.8,27.9,36250
MI,Copper Harbor CDP,100,6.3,34063
MI,Corunna city,88.1,23.5,34566
MI,Cross Village CDP,98.6,8.6,36250
MI,Croswell city,85.5,20.2,35938
MI,Crystal Downs Country Club CDP,100,18.3,(X)
MI,Crystal Falls city,91.7,16.9,34609
MI,Crystal Mountain CDP,100,0,120000
MI,Custer village,88.5,19,38750
MI,Cutlerville CDP,88.2,16,45072
MI,Daggett village,92.1,15.8,47000
MI,Dansville village,93.1,14.7,57083
MI,Davison city,93.6,17.1,34219
MI,Dearborn city,81,28.9,47375
MI,Dearborn Heights city,85.8,20.1,44620
MI,Decatur village,81.9,31.1,34333
MI,Deckerville village,87.4,35.3,32333
MI,Deerfield village,87.2,10.2,56875
MI,Delton CDP,87.1,19.9,63487
MI,De Tour Village village,85.2,11.9,28917
MI,Detroit city,78.3,40.3,25764
MI,Detroit Beach CDP,91.1,9.6,51719
MI,DeWitt city,97.6,3.7,76827
MI,Dexter village,95.7,3.6,70852
MI,Dimondale village,94.1,2.4,71250
MI,Dollar Bay CDP,96.2,14.3,42000
MI,Douglas city,89.6,9.1,47431
MI,Dowagiac city,86.2,41.9,28142
MI,Dowling CDP,89.8,1.3,47375
MI,Dryden village,93.5,20.2,43194
MI,Dundee village,89.8,12.2,44212
MI,Durand city,82.9,20,38621
MI,Eagle village,91.1,0,58438
MI,Eagle Harbor CDP,96,2.3,58750
MI,Eagle River CDP,93.5,3.3,42500
MI,East Grand Rapids city,98,2.7,112000
MI,East Jordan city,83.1,17.7,32917
MI,Eastlake village,89.9,15.9,34545
MI,East Lansing city,96.7,43.6,32981
MI,Eastpointe city,86.9,22.1,41759
MI,Eastport CDP,100,2.4,56667
MI,East Tawas city,91.6,19.7,38042
MI,Eastwood CDP,90,16.3,41607
MI,Eaton Rapids city,90.9,22.3,39450
MI,Eau Claire village,81.8,20.1,41346
MI,Ecorse city,74.4,33.1,28131
MI,Edgemont Park CDP,96.8,6.2,55500
MI,Edmore village,89.1,27.7,22006
MI,Edwardsburg village,85.1,26.2,30333
MI,Elberta village,88.5,8.7,45179
MI,Elk Rapids village,94.9,15.3,41902
MI,Elkton village,89.6,30.5,33125
MI,Ellsworth village,82.6,10.3,48750
MI,Elsie village,88.1,12.2,41250
MI,Emmett village,88.6,20,45625
MI,Empire village,97.3,11.2,49875
MI,Escanaba city,90.1,27.4,28767
MI,Essexville city,92.6,12.3,53015
MI,Estral Beach village,84.8,12.6,49583
MI,Evart city,85.6,44.7,19211
MI,Fairgrove village,91.2,14.1,36563
MI,Fair Plain CDP,85.6,20.5,36022
MI,Farmington city,97.4,6.4,62261
MI,Farmington Hills city,94.6,8,71609
MI,Farwell village,81.1,30.9,22917
MI,Fennville city,73.8,34.6,31420
MI,Fenton city,89.4,13.4,44321
MI,Ferndale city,94.4,17,51312
MI,Ferrysburg city,92.9,6.8,65221
MI,Fife Lake village,91.3,15.3,33750
MI,Filer City CDP,80.6,37.6,34000
MI,Flat Rock city,91.6,12.6,56700
MI,Flint city,82.9,41.2,24862
MI,Flushing city,94.8,16,52415
MI,Forest Hills CDP,97.4,1.8,117740
MI,Forestville village,90.2,1.4,41875
MI,Fostoria CDP,85.1,6.3,45185
MI,Fountain village,86,34.2,38750
MI,Fowler village,94.1,9.5,54844
MI,Fowlerville village,95.3,14.3,42325
MI,Frankenmuth city,93.4,5.2,47199
MI,Frankfort city,86,16.1,38056
MI,Franklin village,97.5,5.3,143289
MI,Fraser city,90.4,9.4,50927
MI,Freeland CDP,90,2.6,75653
MI,Freeport village,92.7,12.1,55368
MI,Free Soil village,73.4,14,31875
MI,Fremont city,92.1,15.2,50161
MI,Fruitport village,93.3,14.3,44700
MI,Gaastra city,88.8,16.5,31083
MI,Gagetown village,77.6,22.9,31094
MI,Gaines village,94.9,17.4,37917
MI,Galesburg city,85.3,28.1,32700
MI,Galien village,81.3,17.6,45625
MI,Garden village,82.2,6.6,38571
MI,Garden City city,88.1,10.9,49862
MI,Gaylord city,88.7,19.6,33036
MI,Gibraltar city,89,11.9,66477
MI,Gladstone city,93.2,13.6,44155
MI,Gladwin city,86.3,30.8,24821
MI,Glen Arbor CDP,100,13.1,61875
MI,Gobles city,89.9,24.9,39688
MI,Goodrich village,95.6,3.9,67788
MI,Grand Beach village,99.2,3.9,83750
MI,Grand Blanc city,95,16.7,46743
MI,Grand Haven city,92.8,8.8,45859
MI,Grand Ledge city,95.9,9.9,50685
MI,Grand Rapids city,85.1,26,40355
MI,Grandville city,92.5,8,53572
MI,Grant city,84.2,25.8,29107
MI,Grass Lake village,96,5.9,55208
MI,Grawn CDP,67.9,2.1,30208
MI,Grayling city,78.7,28.7,30221
MI,Greenville city,84.7,27.9,31600
MI,Greilickville CDP,96.6,3.1,45605
MI,Grosse Pointe city,98.6,2.8,98578
MI,Grosse Pointe Farms city,98.9,3.8,115918
MI,Grosse Pointe Park city,96.3,6.1,95179
MI,Grosse Pointe Woods city,97.4,4.6,92014
MI,Gwinn CDP,96.1,10.4,43348
MI,Hamtramck city,69.3,47.3,23759
MI,Hancock city,91.4,27.9,33192
MI,Hanover village,91,22.4,50750
MI,Harbor Beach city,87.8,19.9,31205
MI,Harbor Springs city,96.6,8.8,45000
MI,Hardwood Acres CDP,90.5,6,51476
MI,Haring CDP,93.1,58.8,38690
MI,Harper Woods city,86.9,13.5,48820
MI,Harrietta village,72.1,37.3,27917
MI,Harrison city,81.7,33.1,28212
MI,Harrisville city,83.4,29.6,26389
MI,Hart city,79,36.5,26578
MI,Hartford city,79.9,28.4,33608
MI,Harvey CDP,92.9,6.9,42610
MI,Haslett CDP,95.8,12.3,58916
MI,Hastings city,86.6,21.3,43449
MI,Hazel Park city,82.3,27.1,34238
MI,Hemlock CDP,94.5,6.8,58646
MI,Henderson CDP,87,19.1,45313
MI,Hersey village,89.3,29.9,42500
MI,Hesperia village,85.3,28.8,32368
MI,Hickory Corners CDP,100,0,48553
MI,Highland Park city,73.9,49.3,17250
MI,Hillman village,77.2,22.5,25446
MI,Hillsdale city,87.3,30.9,30108
MI,Holland city,85.6,18.5,46424
MI,Holly village,89.4,14.1,53396
MI,Holt CDP,94.9,8.6,59813
MI,Homer village,88.6,19.1,36510
MI,Honor village,92,14.2,37500
MI,Hopkins village,94.7,13.3,49821
MI,Horton Bay CDP,92.7,4.1,65096
MI,Houghton city,94.1,38.5,29643
MI,Houghton Lake CDP,84,21.8,28750
MI,Howard City village,85.2,18.6,37939
MI,Howell city,90.8,18.7,41452
MI,Hubbard Lake CDP,91.7,5.7,52688
MI,Hubbardston village,88.6,14.5,50000
MI,Hubbell CDP,92,18.9,40125
MI,Hudson city,91.9,23.4,49323
MI,Hudsonville city,89.2,10.1,54825
MI,Huntington Woods city,98.9,2.2,115025
MI,Imlay City city,72.1,17.3,35958
MI,Indian River CDP,88.3,11,47981
MI,Inkster city,83.6,34.9,30210
MI,Interlochen CDP,92,18.5,(X)
MI,Ionia city,81.1,29.5,34653
MI,Iron Mountain city,91.5,15.6,37642
MI,Iron River city,89.7,27.4,26250
MI,Ironton CDP,97.7,3.1,43333
MI,Ironwood city,90.6,30.9,26611
MI,Ishpeming city,93.1,20.6,34971
MI,Ithaca city,89.2,15.9,39363
MI,Jackson city,84.3,36,28087
MI,Jasper CDP,79.4,16.9,30000
MI,Jenison CDP,93.3,5.8,56725
MI,Jennings CDP,77.4,51.7,(X)
MI,Jonesville city,91.8,13.7,44070
MI,Kalamazoo city,90.2,33.9,33009
MI,Kaleva village,89.5,18.8,34732
MI,Kalkaska village,86.7,17.9,26732
MI,Keego Harbor city,89.9,19.5,42616
MI,Kent City village,76.6,28.7,39750
MI,Kentwood city,89.6,14.6,49612
MI,Kinde village,84.2,29.3,33684
MI,Kingsford city,94,13,38886
MI,Kingsley village,90.6,11.2,40268
MI,Kingston village,85.8,23.9,34167
MI,K. I. Sawyer CDP,92.6,41.4,28695
MI,Laingsburg city,92.7,5.2,49868
MI,Lake Angelus city,99.2,0,151250
MI,Lake Ann village,91.2,13.6,40750
MI,Lake City city,90.2,35.2,32614
MI,Lake Fenton CDP,97,8.3,65195
MI,Lake Isabella village,94.5,10.5,63947
MI,Lake Leelanau CDP,100,0,36667
MI,Lake Linden village,92.7,22.6,35375
MI,Lake Michigan Beach CDP,87.3,29.4,35625
MI,Lake Odessa village,86.7,10.6,38710
MI,Lake Orion village,95,8.2,69813
MI,Lakes of the North CDP,89.3,22.1,42442
MI,Lake Victoria CDP,94,3.7,64167
MI,Lakeview village,82.2,36,27986
MI,Lakewood Club village,89.2,18.2,49375
MI,Lambertville CDP,95.1,5.5,66237
MI,L'Anse village,89.5,15,38911
MI,Lansing city,87.6,29.6,35563
MI,Lapeer city,89.6,27.3,32910
MI,Lathrup Village city,94.7,4.9,100074
MI,Laurium village,89.6,15.9,36450
MI,Lawrence village,84.1,34.5,25700
MI,Lawton village,87.2,15.3,42277
MI,Leland CDP,90,3.9,96827
MI,Lennon village,89.3,9.4,52083
MI,Leonard village,89.3,10.5,49688
MI,Le Roy village,96.3,7.8,42750
MI,Leslie city,89.6,14,45288
MI,Level Park-Oak Park CDP,90.2,11.1,48363
MI,Levering CDP,87.6,24.5,34327
MI,Lewiston CDP,79.7,22.4,28148
MI,Lexington village,92.4,17.2,28802
MI,Lincoln village,86.2,35.7,24375
MI,Lincoln Park city,79.9,19.9,41090
MI,Linden city,96.5,5.4,58011
MI,Litchfield city,89.3,25.9,36750
MI,Livonia city,94,5.8,70125
MI,Loomis CDP,86.4,4.1,44583
MI,Lost Lake Woods CDP,98.7,3.5,37143
MI,Lowell city,87.3,10,58979
MI,Ludington city,92.4,19.1,33777
MI,Luna Pier city,86.7,16.9,48462
MI,Lupton CDP,81,6.3,29844
MI,Luther village,72.3,37,27500
MI,Lyons village,90.4,15.9,41250
MI,McBain city,83.9,18.4,32596
MI,McBride village,90.2,22.6,49583
MI,Mackinac Island city,93.3,22.7,48906
MI,Mackinaw City village,91.5,19.6,31989
MI,Madison Heights city,83.2,19.3,41206
MI,Mancelona village,81.8,24.1,30764
MI,Manchester village,95,14.3,46739
MI,Manistee city,92.2,19,36338
MI,Manistee Lake CDP,82.7,15.1,36316
MI,Manistique city,81.1,36.9,25821
MI,Manitou Beach-Devils Lake CDP,95.1,8,53632
MI,Manton city,89.5,17.6,34667
MI,Maple City CDP,97.8,13.9,45096
MI,Maple Grove CDP,100,0,-
MI,Maple Rapids village,90.6,18.2,45875
MI,Marcellus village,89.8,27.4,43750
MI,Marenisco CDP,92.4,22.2,34821
MI,Marine City city,91.7,14.5,40240
MI,Marion village,87.2,43.7,24821
MI,Marlette city,90.8,27.5,30172
MI,Marquette city,93.8,26.5,36250
MI,Marshall city,93.7,11.4,44635
MI,Martin village,91.8,24.6,40938
MI,Marysville city,92.4,8.2,53611
MI,Mason city,91.4,9.3,51655
MI,Mattawan village,91.1,14.9,37275
MI,Maybee village,89.3,9.1,59688
MI,Mayville village,83.5,22.9,35568
MI,Mecosta village,80.1,40.2,27857
MI,Melvin village,78.3,15,40278
MI,Melvindale city,77.3,27.1,33081
MI,Memphis city,92.1,11.1,45234
MI,Mendon village,86.4,16.8,55417
MI,Menominee city,89.4,21.8,32247
MI,Merrill village,88,22,42500
MI,Mesick village,82,38.8,27857
MI,Metamora village,93,4.2,60769
MI,Michiana village,100,4.5,62321
MI,Michigamme CDP,94.9,11.6,44063
MI,Michigan Center CDP,83.8,17.2,43506
MI,Middletown CDP,85.9,30.8,26923
MI,Middleville village,94.2,4.6,47639
MI,Midland city,94.9,15.7,53722
MI,Milan city,95,6.3,65726
MI,Milford village,93.5,7.3,77350
MI,Millersburg village,80.6,20.9,30682
MI,Millington village,91.8,20.3,34722
MI,Minden City village,83.7,15.3,46250
MI,Mio CDP,85.8,23.8,26935
MI,Monroe city,89.7,19.6,44452
MI,Montague city,93.3,14.7,46354
MI,Montgomery village,83.5,26.7,28250
MI,Montrose city,89.9,19.7,39345
MI,Morenci city,88.1,27.6,39744
MI,Morley village,81.3,21.4,36250
MI,Morrice village,91.6,11.9,57917
MI,Mount Clemens city,84.5,22.3,35653
MI,Mount Morris city,78.6,38.4,20563
MI,Mount Pleasant city,93.2,43.4,30833
MI,Muir village,87.3,32.3,40521
MI,Mulliken village,91.1,15,58000
MI,Munising city,88.9,18.7,33953
MI,Muskegon city,83.5,34.8,27106
MI,Muskegon Heights city,79,45.2,20083
MI,Napoleon CDP,87.7,9.9,52212
MI,Nashville village,84.1,20.2,33462
MI,Negaunee city,96.4,11.1,49068
MI,Nessen City CDP,93.2,38.5,(X)
MI,Newaygo city,89.7,32.8,27961
MI,New Baltimore city,95.1,5.9,77997
MI,Newberry village,88,27.1,32000
MI,New Buffalo city,88.8,14.4,45685
MI,New Era village,97.5,3.6,56389
MI,New Haven village,89.4,9.5,54855
MI,New Lothrop village,93.9,11.5,46953
MI,New Troy CDP,90.8,1.8,32031
MI,Niles city,81.2,28.1,33651
MI,North Adams village,89.8,6.8,43571
MI,North Branch village,91.7,17,34375
MI,North Muskegon city,94.7,5.9,56771
MI,Northport village,97.6,16.7,47321
MI,Northview CDP,95.4,10.6,52757
MI,Northville city,97.9,5.9,95478
MI,Norton Shores city,93.1,8.6,50850
MI,Norway city,92,12.5,42083
MI,Norwood CDP,100,2.6,61000
MI,Novi city,95,6.5,82587
MI,Oak Hill CDP,96.4,20.2,40000
MI,Oakley village,83.6,15.3,38594
MI,Oak Park city,91.7,16.2,47463
MI,Oden CDP,83.9,2.2,52750
MI,Okemos CDP,97.8,11.6,75032
MI,Olivet city,94.5,21.1,40000
MI,Omena CDP,100,5.6,78438
MI,Omer city,79.3,11.1,41750
MI,Onaway city,88.4,28.5,27000
MI,Onekama village,93.9,16.7,39375
MI,Onsted village,91.5,14.1,50000
MI,Ontonagon village,92,23.5,31200
MI,Orchard Lake Village city,95.8,3.7,148750
MI,Ortonville village,93.6,12.3,54100
MI,Oscoda CDP,89.6,20.3,32700
MI,Ossineke CDP,84.3,24.3,32938
MI,Otisville village,84.1,16.8,33871
MI,Otsego city,89.7,12.1,37004
MI,Otter Lake village,81.8,18.9,52778
MI,Ovid village,89.2,19.2,43384
MI,Owendale village,90,22.2,39375
MI,Owosso city,90.4,23.9,36159
MI,Oxford village,92.4,13.6,60219
MI,Palmer CDP,92.4,10.8,37500
MI,Parchment city,89.9,17.6,39226
MI,Parkdale CDP,83.5,14.6,35833
MI,Parma village,87.5,14.8,53083
MI,Paw Paw village,83.9,44.8,29531
MI,Paw Paw Lake CDP,88,20,50427
MI,Pearl Beach CDP,93.4,4.9,62340
MI,Peck village,82.2,15,36500
MI,Pellston village,84.2,22.4,35170
MI,Pentwater village,95.1,21.3,40500
MI,Perrinton village,88,37.7,30000
MI,Perry city,87.9,17.6,39861
MI,Petersburg city,95.7,6.1,51719
MI,Petoskey city,95.7,12.4,37556
MI,Pewamo village,89.3,10.4,48636
MI,Pierson village,79,22.1,38125
MI,Pigeon village,86.7,19.5,36917
MI,Pilgrim CDP,100,8,95568
MI,Pinckney village,94.7,8.1,63693
MI,Pinconning city,82.5,22.5,29960
MI,Plainwell city,89.6,18.6,43750
MI,Pleasant Ridge city,98.5,3.6,105438
MI,Plymouth city,96.1,5.9,75949
MI,Ponshewaing CDP,100,0,63750
MI,Pontiac city,78.6,35.7,28505
MI,Portage city,95.8,11,54040
MI,Port Austin village,86.2,30.3,30966
MI,Port Hope village,85.6,18.3,36250
MI,Port Huron city,87.6,28.4,33674
MI,Portland city,93,5.5,55290
MI,Port Sanilac village,90.5,23.9,37833
MI,Posen village,82.6,34.8,28750
MI,Potterville city,90.9,12.9,50341
MI,Powers village,76.5,30.9,26458
MI,Prescott village,92.1,21.9,34583
MI,Presque Isle Harbor CDP,98,2.3,55438
MI,Prudenville CDP,91.9,13.4,35794
MI,Quincy village,88.9,30.7,32857
MI,Quinnesec CDP,92.5,3.3,57391
MI,Rapid City CDP,88.5,26.2,38125
MI,Ravenna village,93.4,7.6,46286
MI,Reading city,86.9,32,31207
MI,Reed City city,86.3,37.6,26852
MI,Reese village,94.1,17,44423
MI,Republic CDP,92.8,24.4,25114
MI,Richland village,96.2,5.9,61000
MI,Richmond city,85.7,22.1,45096
MI,River Rouge city,72.2,41.4,26230
MI,Riverview city,87.2,13.4,49796
MI,Robin Glen-Indiantown CDP,88.3,33.6,31528
MI,Rochester city,97.4,5.5,75043
MI,Rochester Hills city,95.7,5.5,82112
MI,Rockford city,95.7,10.9,55508
MI,Rockwood city,88.9,9.5,51250
MI,Rogers City city,88.7,13.7,39063
MI,Romeo village,88.6,11.2,50156
MI,Romulus city,86.8,20.5,42681
MI,Roosevelt Park city,92.2,11,41938
MI,Roscommon village,88.6,57.7,24464
MI,Rosebush village,84.7,18.7,33929
MI,Rose City city,78.6,51.2,18750
MI,Roseville city,86.5,18.1,40713
MI,Rothbury village,85.3,13.1,49583
MI,Royal Oak city,96.1,7.3,65786
MI,Saginaw city,78.4,35.9,27990
MI,St. Charles village,92.1,18.9,36336
MI,St. Clair city,91.7,16.2,56449
MI,St. Clair Shores city,91.9,9.8,53093
MI,St. Helen CDP,78.8,28.5,26841
MI,St. Ignace city,87.6,17.5,34555
MI,St. James CDP,89,8.4,35750
MI,St. Johns city,89.5,19.6,38676
MI,St. Joseph city,95.6,8.7,55012
MI,St. Louis city,84.3,19.6,34524
MI,Saline city,97.4,3.8,65497
MI,Sand Lake CDP,88.1,11.7,37778
MI,Sand Lake village,83.5,23,34464
MI,Sandusky city,84.6,21.3,26888
MI,Sanford village,93.5,24.1,38424
MI,Saranac village,86.4,15.2,31042
MI,Saugatuck city,94.3,18.3,60000
MI,Sault Ste. Marie city,88.8,28.8,32061
MI,Schoolcraft village,92.6,7.4,49205
MI,Scottville city,87.5,27.1,35333
MI,Sebewaing village,88.8,8.6,45350
MI,Shelby village,71.3,29.6,32350
MI,Shepherd village,94,13.8,39150
MI,Sheridan village,95.1,13.1,40833
MI,Sherwood village,82,31.1,40000
MI,Shields CDP,90.5,8.3,48966
MI,Shoreham village,96.8,7.4,78194
MI,Shorewood-Tower Hills-Harbert CDP,99.2,5.7,42338
MI,Skidway Lake CDP,72.4,41.2,22384
MI,Snover CDP,82.3,19.4,45000
MI,South Boardman CDP,87.5,14.4,41833
MI,Southfield city,92.6,15.2,49244
MI,Southgate city,88.6,11.1,50280
MI,South Gull Lake CDP,99,4.3,86061
MI,South Haven city,90.7,18.1,40122
MI,South Lyon city,91.5,5.5,61523
MI,South Monroe CDP,85.5,16,38675
MI,South Range village,92,17,29737
MI,South Rockwood village,82.6,12.1,60132
MI,Sparta village,89.7,11.9,41406
MI,Spring Arbor CDP,93.6,7,53664
MI,Springfield city,84.7,28.4,35810
MI,Spring Lake village,95.8,7,50707
MI,Springport village,88.9,25.4,39643
MI,Standish city,82.3,34,25707
MI,Stanton city,83.2,30.6,28438
MI,Stanwood village,89.5,25.6,43750
MI,Stephenson city,86.4,19.1,31719
MI,Sterling village,93.8,14.5,39531
MI,Sterling Heights city,86.8,12.9,60089
MI,Stevensville village,93.8,6.2,51667
MI,Stockbridge village,91,5.8,45536
MI,Stony Point CDP,94.6,28.5,66023
MI,Stronach CDP,96.4,22.1,33906
MI,Sturgis city,81.1,23.4,36293
MI,Sunfield village,86.8,10.4,45455
MI,Suttons Bay village,96.5,11.3,58500
MI,Swartz Creek city,88.2,12.3,44046
MI,Sylvan Lake city,97.2,4.1,65489
MI,Tawas City city,90.5,14.1,39531
MI,Taylor city,82.9,21.9,40545
MI,Tecumseh city,92.5,10.1,48658
MI,Tekonsha village,89.5,26.1,33375
MI,Temperance CDP,92.9,8.8,61371
MI,Thompsonville village,78.4,27.6,29688
MI,Three Oaks village,91.9,17.9,39224
MI,Three Rivers city,86.5,29,35430
MI,Traverse City city,94.8,15.5,47284
MI,Trenton city,91.7,8,55218
MI,Trowbridge Park CDP,92.5,12.5,57616
MI,Troy city,93.9,6.9,85027
MI,Turner village,72.3,47.6,17083
MI,Tustin village,94.9,10.5,46875
MI,Twining village,70.5,36.3,22500
MI,Twin Lake CDP,98.1,9.4,61802
MI,Ubly village,92.7,9.4,36667
MI,Union City village,90.6,18,34952
MI,Unionville village,92.3,12.8,41154
MI,Utica city,91.1,11.5,48555
MI,Vandalia village,65.7,24.6,36094
MI,Vanderbilt village,76.3,28.4,30000
MI,Vandercook Lake CDP,90.4,22.4,44458
MI,Vassar city,87.1,22.6,38029
MI,Vermontville village,91.1,20.2,40208
MI,Vernon village,93.4,14.1,48843
MI,Vicksburg village,93.3,17.1,55949
MI,Village of Clarkston city,98,3,69000
MI,Village of Grosse Pointe Shores city,99.7,1.4,139074
MI,Vineyard Lake CDP,95.4,10.3,36333
MI,Wacousta CDP,99.2,3.9,81214
MI,Wakefield city,94.4,21.7,38942
MI,Waldron village,88.7,27.8,36071
MI,Walker city,94,13.4,50903
MI,Walkerville village,81,14.6,37250
MI,Walled Lake city,91.4,8,50479
MI,Walloon Lake CDP,93.8,2.1,62212
MI,Warren city,84.1,19.7,43523
MI,Watersmeet CDP,92.7,9.6,31836
MI,Watervliet city,80.6,16.7,42500
MI,Waverly CDP,95.6,9.1,52767
MI,Wayland city,84,15.8,41923
MI,Wayne city,83.4,22.8,39352
MI,Webberville village,89.5,9,50515
MI,Wedgewood CDP,97.4,9.6,85250
MI,Weidman CDP,94.4,39.6,29038
MI,Wellston CDP,71.9,34.9,32143
MI,West Branch city,86.3,30.2,27292
MI,West Ishpeming CDP,96.2,5.4,59236
MI,Westland city,87.9,15.8,44641
MI,West Monroe CDP,78.8,25.1,33892
MI,Westphalia village,92.1,0.6,54327
MI,Westwood CDP,97,16.9,44738
MI,White Cloud city,79.9,38.9,26071
MI,Whitehall city,90.7,15.6,42772
MI,White Pigeon village,81.2,18,41375
MI,White Pine CDP,89.8,12.4,37188
MI,Whitmore Lake CDP,94.4,10,50890
MI,Whittemore city,81.3,36.6,27885
MI,Williamston city,91.6,13.5,51510
MI,Wixom city,94.2,15.4,46420
MI,Wolf Lake CDP,82.6,22.3,34863
MI,Wolverine village,91.8,36,31429
MI,Wolverine Lake village,91.4,7.9,76125
MI,Woodhaven city,95.2,6.5,55266
MI,Woodland village,87.8,12.7,40500
MI,Woodland Beach CDP,94.1,14.9,47500
MI,Wyandotte city,89.2,11.1,51237
MI,Wyoming city,84,14.9,46849
MI,Yale city,82.1,19.3,33816
MI,Ypsilanti city,90.1,33.4,31061
MI,Zeba CDP,79.5,36,27292
MI,Zeeland city,87.5,10.7,40733
MI,Zilwaukee city,93.7,17.8,48315
MN,Ada city,89.2,16.9,38264
MN,Adams city,91,12.9,45417
MN,Adrian city,92.5,9.4,49250
MN,Afton city,97.5,3.8,99663
MN,Aitkin city,85.5,24.6,28281
MN,Akeley city,93.2,13.1,42969
MN,Albany city,81.6,12.6,48843
MN,Alberta city,96.4,0,66667
MN,Albert Lea city,86.5,16.2,40127
MN,Albertville city,96.9,1.6,96315
MN,Alden city,91.6,6.7,49911
MN,Aldrich city,86.4,8.8,(X)
MN,Alexandria city,92.6,14.7,40633
MN,Alpha city,98.6,8.6,158036
MN,Altura city,94.5,5.7,63125
MN,Alvarado city,83.5,11.3,45625
MN,Amboy city,90.8,12.1,42344
MN,Andover city,95.8,4.5,93932
MN,Angle Inlet CDP,100,0,-
MN,Annandale city,88.3,15.2,46962
MN,Anoka city,89.7,13.5,45820
MN,Appleton city,87.2,20.1,32311
MN,Apple Valley city,95.5,7.5,80478
MN,Arco city,85.1,32.8,30000
MN,Arden Hills city,96.5,5.1,80208
MN,Argyle city,86.6,10.4,48750
MN,Arlington city,81.5,17.3,42500
MN,Arnold CDP,95.7,7.9,68458
MN,Ashby city,96.4,10.2,42917
MN,Askov city,91.1,19.5,40625
MN,Atwater city,89.7,18.5,46905
MN,Audubon city,94.4,19,55588
MN,Aurora city,89.4,16.2,41530
MN,Austin city,85.4,15.9,42268
MN,Avoca city,84.8,6.7,43750
MN,Avon city,93.2,5.1,65962
MN,Babbitt city,86.7,11.6,40833
MN,Backus city,73.8,30.8,38182
MN,Badger city,88.3,12.5,46786
MN,Bagley city,83,28.7,31507
MN,Baker CDP,100,3,41500
MN,Balaton city,94.2,12.8,45250
MN,Ball Club CDP,73.7,42.9,24625
MN,Barnesville city,90.4,4.2,57163
MN,Barnum city,87.2,19.7,51818
MN,Barrett city,81.9,9.1,39028
MN,Barry city,100,0,-
MN,Battle Lake city,96.1,9.3,36786
MN,Baudette city,91,12.7,34130
MN,Baxter city,95.4,7.6,57715
MN,Bayport city,91.3,7.4,64013
MN,Beardsley city,88.2,8.2,33125
MN,Beaulieu CDP,88.9,9.3,32500
MN,Beaver Bay city,95,15.9,42000
MN,Beaver Creek city,90.7,9.3,61250
MN,Becker city,90.9,1.8,69730
MN,Bejou city,79,34,35417
MN,Belgrade city,90.7,19.5,36607
MN,Bellechester city,93.8,12.9,58750
MN,Belle Plaine city,93.9,5.5,71964
MN,Bellingham city,92.5,10.4,35000
MN,Beltrami city,96.9,7.5,56250
MN,Belview city,83.7,7,40357
MN,Bemidji city,91.3,21.5,35610
MN,Bena city,83.1,34.8,32500
MN,Benson city,85.3,16.7,46816
MN,Bertha city,91.5,16,32813
MN,Bethel city,89.8,4.7,53438
MN,Bigelow city,69.3,10.7,54107
MN,Big Falls city,82,11.4,28958
MN,Bigfork city,83.6,19.2,27083
MN,Big Lake CDP,92.7,13.6,58250
MN,Big Lake city,91,11.2,62324
MN,Bingham Lake city,78.5,22.8,34167
