State,City,percent_completed_hs,poverty_rate,Median Income
CA,Mayfair CDP,62.2,29.9,46732
CA,Mayflower Village CDP,87.8,7.2,65395
CA,Maywood city,41.2,30.1,35582
CA,Meadowbrook CDP,71.2,35,39567
CA,Meadow Valley CDP,97.5,31.1,47891
CA,Meadow Vista CDP,94.1,5.4,77228
CA,Mead Valley CDP,55.5,33.4,40551
CA,Mecca CDP,28.8,43.1,26047
CA,Meiners Oaks CDP,72.3,17.3,74375
CA,Mendocino CDP,91.6,6.7,50951
CA,Mendota city,30.5,46.5,25862
CA,Menifee city,85.9,12.1,55985
CA,Menlo Park city,92.3,7.8,121816
CA,Mentone CDP,89.1,9.9,55781
CA,Merced city,74.5,31.9,37627
CA,Meridian CDP,76,16.7,56250
CA,Mesa CDP,90.9,4.7,100500
CA,Mesa Verde CDP,50.2,23.3,31912
CA,Mesa Vista CDP,92.7,20.7,51875
CA,Mettler CDP,23.4,21.3,40000
CA,Mexican Colony CDP,36.4,83.1,16875
CA,Middletown CDP,94,18.6,(X)
CA,Midpines CDP,94.6,8.2,(X)
CA,Midway City CDP,72.5,22.2,44425
CA,Milford CDP,100,0,115260
CA,Millbrae city,92.6,6.5,93777
CA,Mill Valley city,97.8,3.3,143005
CA,Millville CDP,91.7,10.3,64028
CA,Milpitas city,86.6,8.2,100242
CA,Mineral CDP,100,10.1,45625
CA,Minkler CDP,88.2,17.9,(X)
CA,Mira Monte CDP,90.6,13.4,61150
CA,Miranda CDP,88.2,37.1,35417
CA,Mission Canyon CDP,97,3.6,120227
CA,Mission Hills CDP,86.8,5.8,83234
CA,Mission Viejo city,93.8,5.4,100366
CA,Mi-Wuk Village CDP,90.4,11.2,54758
CA,Modesto city,81.2,20.5,48577
CA,Mohawk Vista CDP,100,38.8,(X)
CA,Mojave CDP,72.6,31.1,36250
CA,Mokelumne Hill CDP,100,29,61890
CA,Monmouth CDP,56.9,4.8,30625
CA,Mono City CDP,100,0,(X)
CA,Mono Vista CDP,91.8,13.6,53596
CA,Monrovia city,88.8,10.1,70358
CA,Monson CDP,71.7,45.6,(X)
CA,Montague city,91.3,21.2,46591
CA,Montalvin Manor CDP,72.5,8.1,66467
CA,Montara CDP,96.2,3.6,123194
CA,Montclair city,70.1,16.9,49366
CA,Montebello city,71.7,14,45875
CA,Montecito CDP,97.5,7,136619
CA,Monterey city,94.3,9.1,66166
CA,Monterey Park city,78.7,17.3,54097
CA,Monterey Park Tract CDP,0,86,-
CA,Monte Rio CDP,95.6,26,32763
CA,Monte Sereno city,98.9,3.4,193482
CA,Montgomery Creek CDP,100,3.2,57386
CA,Monument Hills CDP,91.4,2.4,113750
CA,Moorpark city,87.6,7.2,99777
CA,Morada CDP,87.5,3.3,105658
CA,Moraga town,98.5,5,137436
CA,Moreno Valley city,75.2,19.3,54590
CA,Morgan Hill city,88.9,9.8,96051
CA,Morongo Valley CDP,80.9,15.4,34276
CA,Morro Bay city,91.2,12.9,51338
CA,Moskowite Corner CDP,91.3,13.4,52750
CA,Moss Beach CDP,87,5.1,91441
CA,Moss Landing CDP,82.8,19,31500
CA,Mountain Center CDP,100,0,-
CA,Mountain Gate CDP,87.2,23.4,32337
CA,Mountain House CDP,93.2,5.8,106976
CA,Mountain Mesa CDP,83.6,67.1,24028
CA,Mountain Ranch CDP,96.5,18.9,36994
CA,Mountain View CDP,84.6,21.9,49867
CA,Mountain View city,93.1,7.8,103488
CA,Mountain View Acres CDP,73.5,22.2,55620
CA,Mount Hebron CDP,70,5.1,20000
CA,Mount Hermon CDP,100,9.2,74000
CA,Mount Laguna CDP,100,0,-
CA,Mount Shasta city,92.7,23.3,39777
CA,Muir Beach CDP,100,0,135278
CA,Murphys CDP,96.5,12.5,45330
CA,Murrieta city,92.2,8.4,74610
CA,Muscoy CDP,44.9,33.5,36108
CA,Myers Flat CDP,-,-,-
CA,Myrtletown CDP,92.4,9.8,62385
CA,Napa city,80.9,9.5,68038
CA,National City city,72.3,24.5,41437
CA,Needles city,82.1,27.7,30443
CA,Nevada City city,96.6,13.7,47981
CA,Newark city,87.7,7.9,86757
CA,Newcastle CDP,94.9,13.7,48438
CA,New Cuyama CDP,73.3,31.9,40125
CA,Newell CDP,53.4,28.7,(X)
CA,Newman city,76,19.8,50225
CA,New Pine Creek CDP,63.6,36.4,25750
CA,Newport Beach city,97.7,7.1,113071
CA,Nicasio CDP,85.7,0,72083
CA,Nice CDP,81,27,28813
CA,Nicolaus CDP,93.5,5.7,71667
CA,Niland CDP,44.4,34.3,19653
CA,Nipinnawasee CDP,94.9,16.1,65389
CA,Nipomo CDP,84.7,12,60348
CA,Norco city,82.5,7,88051
CA,Nord CDP,92.8,35.9,(X)
CA,Norris Canyon CDP,96.6,0,"250,000+"
CA,North Auburn CDP,87.5,13.6,52305
CA,North Edwards CDP,77.5,34,44531
CA,North El Monte CDP,89,9.2,67917
CA,North Fair Oaks CDP,65.7,22.4,64851
CA,North Gate CDP,90.8,8.4,96208
CA,North Highlands CDP,83.4,27.5,39430
CA,North Lakeport CDP,86.4,17.7,43056
CA,North Richmond CDP,69.4,32.3,31490
CA,North San Juan CDP,96.6,41.4,26696
CA,North Shore CDP,35.4,37.7,26655
CA,North Tustin CDP,97.3,3.1,124248
CA,Norwalk city,73.5,14.3,59756
CA,Novato city,93.3,7.7,78439
CA,Nubieber CDP,75,31.3,(X)
CA,Nuevo CDP,75.7,21.4,57446
CA,Oakdale city,86.1,18.6,51785
CA,Oak Glen CDP,92.6,1.1,(X)
CA,Oak Hills CDP,79.4,9.3,69260
CA,Oakhurst CDP,91.7,19.2,36923
CA,Oakland city,80.4,20.4,54618
CA,Oakley city,85.3,8.2,82885
CA,Oak Park CDP,98.5,5.5,120696
CA,Oak Shores CDP,100,0,86000
CA,Oak View CDP,84.8,8.5,71792
CA,Oakville CDP,0,0,-
CA,Oasis CDP,16.6,47.1,24646
CA,Occidental CDP,98.3,1.7,71295
CA,Oceano CDP,69,20.2,49721
CA,Oceanside city,85.7,14.1,57703
CA,Ocotillo CDP,86.1,48,22321
CA,Oildale CDP,81.4,29.3,35552
CA,Ojai city,90.9,12.8,61192
CA,Olancha CDP,86.5,0,(X)
CA,Old Fig Garden CDP,89.2,22.5,59844
CA,Old Station CDP,100,0,36595
CA,Olivehurst CDP,69.6,18.8,44065
CA,Ontario city,70.6,18.1,54114
CA,Onyx CDP,91.1,34.4,29537
CA,Orange city,84.2,13.2,78513
CA,Orange Cove city,41.3,53,26838
CA,Orangevale CDP,93.9,9.2,71057
CA,Orcutt CDP,92,6.1,72597
CA,Orick CDP,87.1,30.3,34375
CA,Orinda city,98.8,2.2,165103
CA,Orland city,76.3,27.9,36267
CA,Orosi CDP,44.1,26.6,34724
CA,Oroville city,83.6,23.8,36462
CA,Oroville East CDP,85.8,13,47721
CA,Oxnard city,65.6,16.6,60621
CA,Pacheco CDP,87.3,12.8,52988
CA,Pacifica city,94.2,6.1,100193
CA,Pacific Grove city,95.5,7.6,79740
CA,Pajaro CDP,25.5,31.9,33194
CA,Pajaro Dunes CDP,91.5,21.6,66705
CA,Pala CDP,65.9,25.8,62813
CA,Palermo CDP,71.6,24.3,39366
CA,Palmdale city,74.2,21.3,52392
CA,Palm Desert city,91.3,10.8,52892
CA,Palm Springs city,87.5,18.9,44075
CA,Palo Alto city,97.4,5.4,136519
CA,Palo Cedro CDP,97.7,2.2,80659
CA,Palos Verdes Estates city,98.6,3.6,174500
CA,Palo Verde CDP,66.1,0,15329
CA,Panorama Heights CDP,60.7,0,32500
CA,Paradise town,91.2,16,44923
CA,Paradise CDP,99.3,6.5,49861
CA,Paradise Park CDP,100,0,64500
CA,Paramount city,57.9,23.1,45792
CA,Parklawn CDP,32.5,20.3,31957
CA,Parksdale CDP,56.3,36.7,31364
CA,Parkway CDP,70.5,29.5,32706
CA,Parkwood CDP,43.2,31.2,41250
CA,Parlier city,43.2,42.3,31335
CA,Pasadena city,87.4,15.3,72402
CA,Pasatiempo CDP,100,0,153333
CA,Paskenta CDP,79.7,8.3,37656
CA,Patterson city,74.5,21.8,53542
CA,Patterson Tract CDP,60.9,18.3,34186
CA,Patton Village CDP,84.3,2.8,47112
CA,Paxton CDP,-,-,-
CA,Paynes Creek CDP,96.9,5.7,34643
CA,Pearsonville CDP,100,0,-
CA,Penngrove CDP,95.7,9.4,74245
CA,Penn Valley CDP,95.8,43.8,41487
CA,Penryn CDP,94.8,7.6,72063
CA,Perris city,63.6,25.3,49325
CA,Pescadero CDP,61.3,28.5,(X)
CA,Petaluma city,89.2,9.3,80276
CA,Peters CDP,91.2,0,112679
CA,Phelan CDP,80.6,17,52064
CA,Phillipsville CDP,71.8,0,23750
CA,Philo CDP,61.9,27.8,(X)
CA,Phoenix Lake CDP,92.9,5.5,75460
CA,Pico Rivera city,68.2,13.7,55752
CA,Piedmont city,98.5,5.2,208772
CA,Pierpoint CDP,100,0,-
CA,Pike CDP,93.6,39.8,(X)
CA,Pine Canyon CDP,59.2,9.9,57424
CA,Pine Flat CDP,95,24.5,21250
CA,Pine Grove CDP,93.5,13.1,59375
CA,Pine Hills CDP,88.5,16.1,60909
CA,Pine Mountain Club CDP,96.2,11.5,41765
CA,Pine Mountain Lake CDP,95.7,10.2,53964
CA,Pine Valley CDP,97.6,9.1,100321
CA,Pinole city,89.2,7.8,72149
CA,Pi_on Hills CDP,81.1,18.2,44984
CA,Pioneer CDP,89.5,7.7,46429
CA,Piru CDP,66.7,10.1,47125
CA,Pismo Beach city,96.3,7.1,73355
CA,Pittsburg city,79.5,17.9,60777
CA,Pixley CDP,37.7,50.2,27917
CA,Placentia city,84.6,11.4,79598
CA,Placerville city,89.2,18.5,45788
CA,Plainview CDP,35.2,66.8,25568
CA,Planada CDP,42.9,28.5,35139
CA,Pleasant Hill city,96.6,9.9,81226
CA,Pleasanton city,95.2,4.4,124759
CA,Pleasure Point CDP,90.1,13.9,54621
CA,Plumas Eureka CDP,100,3.9,62813
CA,Plumas Lake CDP,88.8,4.4,79094
CA,Plymouth city,90.8,16,44844
CA,Point Arena city,80.7,16.6,28365
CA,Point Reyes Station CDP,96.5,24,30978
CA,Pollock Pines CDP,90.9,15.5,53621
CA,Pomona city,67.5,22.1,49186
CA,Ponderosa CDP,100,0,-
CA,Poplar-Cotton Center CDP,47.9,55.4,21627
CA,Port Costa CDP,82.5,0,94837
CA,Porterville city,66.9,30.9,38456
CA,Port Hueneme city,79.6,15,57848
CA,Portola city,83,21,33098
CA,Portola Valley town,96,3.7,185234
CA,Posey CDP,100,0,-
CA,Poso Park CDP,100,0,-
CA,Potrero CDP,49,8.8,27375
CA,Potter Valley CDP,82.7,5,76591
CA,Poway city,93,6,95815
CA,Prattville CDP,100,0,-
CA,Princeton CDP,64.6,3.5,46944
CA,Proberta CDP,83.1,4.5,(X)
CA,Prunedale CDP,78.9,9.8,70017
CA,Quartz Hill CDP,85,21.8,54245
CA,Quincy CDP,86.5,21.4,45347
CA,Rackerby CDP,88.1,0,(X)
CA,Rail Road Flat CDP,93.3,33.5,32688
CA,Rainbow CDP,83.2,12.6,68125
CA,Raisin City CDP,22.2,58.2,(X)
CA,Ramona CDP,80.8,9.5,63623
CA,Rancho Calaveras CDP,92.4,5.3,56406
CA,Rancho Cordova city,89.3,17.2,52530
CA,Rancho Cucamonga city,91,8.8,77396
CA,Rancho Mirage city,95.5,11,66086
CA,Rancho Murieta CDP,97.5,3.6,105049
CA,Rancho Palos Verdes city,97.6,4.3,118780
CA,Rancho San Diego CDP,92.7,8.8,80751
CA,Rancho Santa Fe CDP,96.4,11.9,111250
CA,Rancho Santa Margarita city,95.2,4,105328
CA,Rancho Tehama Reserve CDP,72.6,43.2,27039
CA,Randsburg CDP,100,10.7,26842
CA,Red Bluff city,85.3,24,31239
CA,Red Corral CDP,94.3,29.9,66125
CA,Redcrest CDP,100,0,27250
CA,Redding city,90.6,18.8,43341
CA,Redlands city,90.4,14.3,65212
CA,Redondo Beach city,95.8,4.7,105145
CA,Redway CDP,88.4,10,37778
CA,Redwood City city,84.6,9.4,84934
CA,Redwood Valley CDP,97.3,5.4,79321
CA,Reedley city,60.9,26.7,44228
CA,Reliez Valley CDP,96.4,3.3,133750
CA,Rialto city,67.4,19.7,50971
CA,Richfield CDP,97.9,13.1,45938
CA,Richgrove CDP,30.2,49.9,28333
CA,Richmond city,77.1,17.5,55102
CA,Richvale CDP,87.4,0,79018
CA,Ridgecrest city,90.2,15.4,59936
CA,Ridgemark CDP,96.9,2.3,101587
CA,Rio Dell city,87.4,16.7,38400
CA,Rio del Mar CDP,97.5,4.9,95813
CA,Rio Linda CDP,81.2,18.7,52500
CA,Rio Oso CDP,86.6,9.7,70357
CA,Rio Vista city,92.1,11.7,62079
CA,Ripley CDP,41.6,36.9,16016
CA,Ripon city,90.6,9.8,80734
CA,Riverbank city,75.8,12.1,60017
CA,Riverdale CDP,63.4,32.2,48490
CA,Riverdale Park CDP,61.1,29.1,35000
CA,River Pines CDP,92.2,0,49750
CA,Riverside city,78.5,18.8,57196
CA,Robbins CDP,68,46.7,27583
CA,Robinson Mill CDP,-,-,-
CA,Rocklin city,95.8,8.6,80177
CA,Rodeo CDP,88.7,13,64089
CA,Rodriguez Camp CDP,24.6,83,(X)
CA,Rohnert Park city,88.4,15.2,58317
CA,Rolling Hills city,96.5,2,216458
CA,Rolling Hills CDP,96.5,2.7,96442
CA,Rolling Hills Estates city,98,5.4,137500
CA,Rollingwood CDP,59.8,21.5,50329
CA,Romoland CDP,77.8,15.7,(X)
CA,Rosamond CDP,79.9,18.7,58265
CA,Rosedale CDP,92.2,5.7,114379
CA,Rose Hills CDP,93.4,11.5,105174
CA,Roseland CDP,66.1,13.4,50950
CA,Rosemead city,66.2,19.3,44906
CA,Rosemont CDP,90.2,17.4,56356
CA,Roseville city,94.5,8.8,75867
CA,Ross town,95,5.1,192188
CA,Rossmoor CDP,97.3,2.9,114677
CA,Rough and Ready CDP,86.9,17,43958
CA,Round Mountain CDP,84.9,38.1,(X)
CA,Round Valley CDP,79.8,10,50357
CA,Rouse CDP,43.7,47.3,28333
CA,Rowland Heights CDP,84.4,11.8,59534
CA,Running Springs CDP,94.6,12,60109
CA,Ruth CDP,87.8,12,15781
CA,Rutherford CDP,78.3,0,61442
CA,Sacramento city,83.4,22,50739
CA,St. Helena city,84.4,11.4,85083
CA,Salida CDP,81.2,8.7,69033
CA,Salinas city,59.5,20.2,49840
CA,Salmon Creek CDP,100,0,-
CA,Salton City CDP,68.5,26.4,36932
CA,Salton Sea Beach CDP,64.5,67.6,(X)
CA,Samoa CDP,84.9,34.3,39583
CA,San Andreas CDP,86.3,15.8,40125
CA,San Anselmo town,96.2,4.6,102316
CA,San Antonio Heights CDP,92.9,3.8,94295
CA,San Ardo CDP,35.8,28.8,40375
CA,San Bernardino city,68.2,33.4,37047
CA,San Bruno city,89.2,6.2,83888
CA,San Buenaventura city (Ventura),89.1,11.4,66995
CA,San Carlos city,97.4,3.6,131685
CA,San Clemente city,95.3,8,98153
CA,Sand City city,79.6,30.8,40625
CA,San Diego city,87.3,15.4,66116
CA,San Diego Country Estates CDP,96,4,100719
CA,San Dimas city,92.1,6.8,78034
CA,San Fernando city,58.5,18.9,55170
CA,San Francisco city,87,13.2,81294
CA,San Gabriel city,78.1,13.8,51579
CA,Sanger city,63.8,23,43099
CA,San Geronimo CDP,100,10.4,85625
CA,San Jacinto city,74.2,20.4,46725
CA,San Joaquin city,28.1,54.2,24437
CA,San Jose city,82.7,11.3,84647
CA,San Juan Bautista city,88.2,8.9,58446
CA,San Juan Capistrano city,84.4,15.4,72472
CA,San Leandro city,82.4,10.6,62761
CA,San Lorenzo CDP,82.4,8.8,74807
CA,San Lucas CDP,55.5,38.2,43750
CA,San Luis Obispo city,93.4,33.4,46058
CA,San Marcos city,81.4,16,57822
CA,San Marino city,94.5,5.5,133676
CA,San Martin CDP,79.1,6.7,101645
CA,San Mateo city,88,7.6,90208
CA,San Miguel CDP (Contra Costa County),99.3,0.5,155181
CA,San Miguel CDP (San Luis Obispo County),69.5,19.1,49274
CA,San Pablo city,63.7,21.3,43868
CA,San Pasqual CDP,96.2,2.6,87708
CA,San Rafael city,85.8,13.2,77294
CA,San Ramon city,97.4,4.2,128916
CA,San Simeon CDP,85.5,34.5,(X)
CA,Santa Ana city,54.8,22.1,52253
CA,Santa Barbara city,84.1,13.9,66107
CA,Santa Clara city,91.9,8.4,98914
CA,Santa Clarita city,89,9.3,83554
CA,Santa Cruz city,92.8,23.8,62164
CA,Santa Fe Springs city,76.8,12.6,53168
CA,Santa Margarita CDP,89.5,15.2,48814
CA,Santa Maria city,58.7,21.2,50433
CA,Santa Monica city,95.3,11.3,76580
CA,Santa Nella CDP,58.7,58.7,28144
CA,Santa Paula city,64.3,18,52824
CA,Santa Rosa city,85.7,12.6,61050
CA,Santa Rosa Valley CDP,96.3,5.4,176305
CA,Santa Susana CDP,99.2,13.4,87500
CA,Santa Venetia CDP,91.9,9.7,86182
CA,Santa Ynez CDP,94,8.3,100202
CA,Santee city,92.9,7.8,76104
CA,Saranap CDP,99.6,8.8,110795
CA,Saratoga city,98.2,3.6,169189
CA,Saticoy CDP,63.9,38.7,51875
CA,Sattley CDP,100,0,-
CA,Sausalito city,98.8,5.6,122434
CA,Scotia CDP,94,5.9,53621
CA,Scotts Valley city,96.7,4.8,101475
CA,Seacliff CDP,94.5,9.2,61856
CA,Seal Beach city,94.9,8.1,55270
CA,Sea Ranch CDP,98.3,2.2,75598
CA,Searles Valley CDP,80.2,23.9,41146
CA,Seaside city,75.8,18.7,51704
CA,Sebastopol city,93.8,9.8,57560
CA,Seeley CDP,58.3,40.4,23882
CA,Selma city,62,24.3,42948
CA,Sequoia Crest CDP,100,0,-
CA,Sereno del Mar CDP,100,26.2,(X)
CA,Seville CDP,38.4,62.6,23750
CA,Shafter city,57.9,21.7,40881
CA,Shandon CDP,72.3,11.9,57632
CA,Shasta CDP,92.5,6.5,55755
CA,Shasta Lake city,86.9,19.7,42003
CA,Shaver Lake CDP,98.7,0.7,81477
CA,Shell Ridge CDP,100,2.5,122083
CA,Shelter Cove CDP,100,46.4,(X)
CA,Sheridan CDP,78.5,29.2,49083
CA,Shingle Springs CDP,90.2,16.4,76708
CA,Shingletown CDP,87.8,14.1,45575
CA,Shoshone CDP,100,0,-
CA,Sierra Brooks CDP,100,0,47738
CA,Sierra City CDP,98.2,4.6,153375
CA,Sierra Madre city,98.4,5.7,92384
CA,Sierra Village CDP,91.1,4.6,44648
CA,Sierraville CDP,98.1,9.1,53750
CA,Signal Hill city,85.9,18.1,65773
CA,Silverado Resort CDP,100,2.4,168219
CA,Silver City CDP,-,-,-
CA,Silver Lakes CDP,92.9,11.5,69157
CA,Simi Valley city,90.5,6.1,90210
CA,Sisquoc CDP,82.8,9.3,44500
CA,Sky Valley CDP,80.4,24.8,37625
CA,Sleepy Hollow CDP,96.2,4.3,189667
CA,Smartsville CDP,100,3.7,25063
CA,Smith Corner CDP,40,23.6,40143
CA,Smith River CDP,84.8,27.8,42944
CA,Snelling CDP,89.6,10.6,49643
CA,Soda Bay CDP,89.8,13.9,56200
CA,Soda Springs CDP,100,0,-
CA,Solana Beach city,93.3,6.8,96902
CA,Soledad city,53.5,19.7,51161
CA,Solvang city,92.8,11.1,67484
CA,Sonoma city,92.9,10.4,62516
CA,Sonora city,86.5,28,34605
CA,Soquel CDP,93.8,12.9,75033
CA,Soulsbyville CDP,94.9,7.4,73656
CA,South Dos Palos CDP,62.3,17.5,44571
CA,South El Monte city,49.9,20.5,40938
CA,South Gate city,52.4,20,43552
CA,South Lake Tahoe city,84.6,18.5,39793
CA,South Monrovia Island CDP,66.1,15.5,57292
CA,South Oroville CDP,71.6,41,33862
CA,South Pasadena city,95.5,7.8,78957
CA,South San Francisco city,83.5,7.8,81439
CA,South San Gabriel CDP,73.8,13.1,64474
CA,South San Jose Hills CDP,56.8,19.9,55050
CA,South Taft CDP,74.1,19.9,38512
CA,South Whittier CDP,75,14,62592
CA,Spaulding CDP,89,2.3,61591
CA,Spreckels CDP,89.3,1.8,82396
CA,Spring Garden CDP,-,-,-
CA,Spring Valley CDP (Lake County),84.7,31.4,25750
CA,Spring Valley CDP (San Diego County),86.7,12,62356
CA,Spring Valley Lake CDP,95.3,10.5,70481
CA,Springville CDP,96.5,30.1,30861
CA,Squaw Valley CDP,85.9,5.6,64325
CA,Squirrel Mountain Valley CDP,92.9,7.9,83750
CA,Stallion Springs CDP,96.6,9,57011
CA,Stanford CDP,98.6,21.8,49375
CA,Stanton city,68,21.8,46801
CA,Stevenson Ranch CDP,95.3,5.6,119394
CA,Stevinson CDP,68.7,9.3,(X)
CA,Stinson Beach CDP,100,3.5,108750
CA,Stirling City CDP,92.7,53.4,(X)
CA,Stockton city,74.9,25.3,44797
CA,Stonyford CDP,77.8,27.7,48333
CA,Storrie CDP,-,-,-
CA,Stratford CDP,56.3,59.2,22401
CA,Strathmore CDP,61.7,50.8,24844
CA,Strawberry CDP (Marin County),98.9,14.2,81583
CA,Strawberry CDP (Tuolumne County),98.8,0,-
CA,Sugarloaf Mountain Park CDP,-,-,-
CA,Sugarloaf Saw Mill CDP,-,-,-
CA,Sugarloaf Village CDP,85.7,0,-
CA,Suisun City city,87.5,14.3,66452
CA,Sultana CDP,28.8,60.5,24950
CA,Summerland CDP,97.6,7.2,76973
CA,Sunnyside CDP,91.5,18.7,63872
CA,Sunnyside-Tahoe City CDP,97.1,6.8,59727
CA,Sunny Slopes CDP,100,0,80208
CA,Sunnyvale city,91.4,7.5,105401
CA,Sunol CDP,92,10.5,72500
CA,Sun Village CDP,65.3,18.6,52554
CA,Susanville city,70.5,22.6,47857
CA,Sutter CDP,91.3,8.5,72703
CA,Sutter Creek city,91.8,19,40707
CA,Swall Meadows CDP,100,2.1,97578
CA,Taft city,72.3,20.6,51369
CA,Taft Heights CDP,80.1,24.7,60485
CA,Taft Mosswood CDP,47.4,21.8,26149
CA,Tahoe Vista CDP,89.5,14.4,47833
CA,Tahoma CDP,90.2,13.6,42500
CA,Talmage CDP,71.5,10.9,73523
CA,Tamalpais-Homestead Valley CDP,98.3,4.3,138650
CA,Tara Hills CDP,83.3,12.3,57896
CA,Tarpey Village CDP,88.3,12.7,59969
CA,Taylorsville CDP,100,0,95227
CA,Tecopa CDP,86.4,48.4,(X)
CA,Tehachapi city,75.6,22,41705
CA,Tehama city,84.6,17.1,36250
CA,Temecula city,91.4,7,79925
CA,Temelec CDP,96.3,9.2,38070
CA,Temescal Valley CDP,91.4,8,86513
CA,Temple City city,86.2,9.6,64372
CA,Templeton CDP,94.2,6.9,66169
CA,Tennant CDP,66.2,69,14625
CA,Terminous CDP,73,5.1,52750
CA,Terra Bella CDP,35,35.3,30074
CA,Teviston CDP,38.6,70.3,24181
CA,Thermal CDP,41,38.3,25643
CA,Thermalito CDP,75.3,32,35464
CA,Thornton CDP,58.7,37.6,33036
CA,Thousand Oaks city,92.4,6.2,100946
CA,Thousand Palms CDP,79.3,10.1,42727
CA,Three Rivers CDP,98.1,11.7,45833
CA,Three Rocks CDP,19.6,0,(X)
CA,Tiburon town,98.5,3.6,131542
CA,Timber Cove CDP,94.3,18.1,50313
CA,Tipton CDP,34.7,33.1,31445
CA,Tobin CDP,100,100,-
CA,Tomales CDP,100,13,(X)
CA,Tonyville CDP,28.5,48.6,(X)
CA,Tooleville CDP,22.4,7.9,29455
CA,Topanga CDP,97.5,5.1,112330
CA,Topaz CDP,53.8,35.1,28006
CA,Toro Canyon CDP,94.7,3.2,100652
CA,Torrance city,93.5,7,79549
CA,Tracy city,83.4,8.6,76310
CA,Tranquillity CDP,56.4,42.5,29792
CA,Traver CDP,35.6,39,38942
CA,Tres Pinos CDP,91.4,3.4,76429
CA,Trinidad city,96.1,5.9,52083
CA,Trinity Center CDP,91.2,17.1,27212
CA,Trinity Village CDP,95.5,23.1,29250
CA,Trona CDP,-,-,-
CA,Trowbridge CDP,90.1,4.5,(X)
CA,Truckee town,92.5,6.5,77320
CA,Tulare city,71.7,21.7,46659
CA,Tulelake city,61.7,27.3,32279
CA,Tuolumne City CDP,93.7,38.3,29444
CA,Tupman CDP,59.3,42.1,36250
CA,Turlock city,81.2,17.5,51401
CA,Tustin city,83.5,13.6,71897
CA,Tuttle CDP,-,-,-
CA,Tuttletown CDP,100,1.5,49261
CA,Twain CDP,100,0,-
CA,Twain Harte CDP,97.9,9.1,45642
CA,Twentynine Palms city,89.9,17.9,41582
CA,Twin Lakes CDP,89.3,15.6,50802
CA,Ukiah city,83.5,26.5,39634
CA,Union City city,87.8,8.1,85521
CA,University of California-Davis CDP,99.1,53.7,23995
CA,University of California-Merced CDP,-,-,-
CA,Upland city,89.1,15.5,60779
CA,Upper Lake CDP,74.8,32.4,32381
CA,Vacaville city,88.4,10.7,74001
CA,Valinda CDP,66.2,12.5,65849
CA,Vallecito CDP,100,4.1,46316
CA,Vallejo city,87.4,18.3,57028
CA,Valle Vista CDP,83.5,23.2,40813
CA,Valley Acres CDP,90.6,7.5,58229
CA,Valley Center CDP,82.4,8.5,82799
CA,Valley Ford CDP,67.7,85.2,8958
CA,Valley Home CDP,69.5,10.3,39338
CA,Valley Ranch CDP,100,0,118750
CA,Valley Springs CDP,93.1,16.9,63155
CA,Valley Wells CDP,-,-,-
CA,Val Verde CDP,77,16.8,72031
CA,Vandenberg AFB CDP,97.3,6.4,58893
CA,Vandenberg Village CDP,94.4,7.7,73182
CA,Verdi CDP,84.1,26.2,(X)
CA,Vernon city,72.7,2.4,61250
CA,Victor CDP,23.4,43.2,(X)
CA,Victorville city,78.3,26,45894
CA,View Park-Windsor Hills CDP,95.5,8.7,82718
CA,Villa Park city,96.8,3.7,137083
CA,Vina CDP,82.2,16,35250
CA,Vincent CDP,72.1,8.4,75375
CA,Vine Hill CDP,74.2,18.4,62208
CA,Vineyard CDP,88,13.5,78647
CA,Visalia city,82.7,21.3,52157
CA,Vista city,76.9,17.8,50601
CA,Vista Santa Rosa CDP,56.5,23.6,42222
CA,Volcano CDP,100,0,-
CA,Volta CDP,82.9,0,85652
CA,Walker CDP,81,8.9,63566
CA,Wallace CDP,89.8,0,106831
CA,Walnut city,93,6.7,100184
CA,Walnut Creek city,97.3,5.9,82120
CA,Walnut Grove CDP,87.4,15.8,54167
CA,Walnut Park CDP,46.4,19.1,42400
CA,Warm Springs CDP,73.9,7.5,75025
CA,Warner Valley CDP,100,0,-
CA,Wasco city,51.1,32.7,39580
CA,Washington CDP,25,75,-
CA,Waterford city,61.2,25,44936
CA,Waterloo CDP,96.9,0,109485
CA,Watsonville city,56.3,19.7,46018
CA,Waukena CDP,87.5,12.6,36750
CA,Wawona CDP,100,31.6,60559
CA,Weaverville CDP,91.9,15.8,40669
CA,Weed city,88.1,32.9,27900
CA,Weedpatch CDP,31.9,42.8,28901
CA,Weldon CDP,80.2,29.3,28262
CA,Weott CDP,100,12.2,40357
CA,West Athens CDP,73.9,25.7,42051
CA,West Bishop CDP,95.2,3,83580
CA,West Carson CDP,84.8,8.2,64613
CA,West Covina city,83.1,10.3,69189
CA,West Goshen CDP,49.1,76.4,20700
CA,Westhaven-Moonstone CDP,95.8,17,50536
CA,West Hollywood city,95.4,15.3,56317
CA,Westlake Village city,98.1,6.1,113884
CA,Westley CDP,33.7,60.6,21944
CA,West Menlo Park CDP,98.5,4,178542
CA,Westminster city,76.4,17.8,53455
CA,West Modesto CDP,53.6,41.2,30221
CA,Westmont CDP,69.6,37,26808
CA,Westmorland city,55.9,42.4,22452
CA,West Park CDP,63.3,27.1,36875
CA,West Point CDP,89.5,36.8,27978
CA,West Puente Valley CDP,63.6,8.6,64726
CA,West Rancho Dominguez CDP,71,20.3,47881
